"0";"H3140708.html";;"Partial (Partially finished)";"5";;"4";;"Central air conditioning";"Stucco, Stone";;;"Propane,Wood";"Unknown,Unknown";"Detached";"distinguished country estate in halton hills set on 102 acres of gently rolling hills with wooded areas walking trails covered bridges orchards  6 acres of mature landscaped estate gardens decorative wrought iron gates  a 200 00 sq ft circular driveway made from reclaimed granite cobblestone imported from england exude classical elegance illuminated by elegant english style lamp posts a custom water fountain welcomes you as you approach the grand entra nce of this magnificent architecturally designed country estate home the stone exterior of this approx 40000 sqft residence includes exquisite attention to detail with stone figures inset throughout the stone work the great room with its 21 soaring ceiling floor to ceiling stone fireplace  sweeping circular staircase is a focal point which conveys sophisticated grandeur this spectacular home is an entertainers delight with a 1000 sqft conservatory wh ich provides for an indoor garden space year round while the large outdoor terraced spaces include a covered patio with stone fireplace water fountain  koi pond all designed to take advantage of the serene country serene setting sixth line south of 22nd sideroad"
"0";"V1114000.html";"Unknown";"None (Unknown)";"3";;;;;;;;;;;"fantastic southwesteast facing 7th floor property is located in exclusive three harbour green coal harbours finest waterfront development proudly developed by aspac developments and designed by ibi architects this suite offers 2br and 25 bath with a total 2300 sf of combined indoor and outdoor living space finished elegantly with snaidero kitchens lo di giotto bathrooms  move closets individual double underground garage generous balcony with gas fireplace and 24 hr concierge fabulous amenities include a private club complete with squash court virtual golf movie theatre indoor pool swirl pool sauna steam room yoga and massage rooms walking distance to school catchment lord roberts elem and king george sec"
"0";"V1107713.html";"Unknown";"Unknown (Finished)";"7";;;;"Air Conditioned";;;;;;"Detached";"the best luxury home in the plateau outstanding unobstructed 180 degree view of mtbaker fraser valley custom built by canadas award winning builder top line finishings throughout over 8000sf of the best designed layout master bedroom on the main overlooking the tremendous view three spacious bedrooms all with ensuites on the upper floor beside is another great room on the top floor that can be adjusted to your needs full facilities media room gym game room wet bar steam room and wine cellar all inclusive in this grand home furthermore enjoy your summeroutdoor time with hot tub and swimming pool too much to mention call for"
"0";"V1117770.html";"Unknown";"Unknown (Finished)";"7";;;;;;;;;;"Detached";"shaughnessy is the citys geographic heart a community that is exceptionally famous for its heritage and culture central in its region with easy access to well known amenities like shopping on broadway 2 hospitals vandusen botanical gardens and one of the top publicprivate academic institutions in vancouver the location is as spectacular as this custom built home the extravagant services in this community are emulated into the high quality details that is seen throughout this house from the custom wall hand paintings to hand selecting high end appliances top security steel door and stone countertops each of the 5 rooms has their own private ensuite entertain with a mediahot tubsauna room and a wet bar a must see"
"0";"V1102177.html";"Unknown";"None (Unknown)";"3";;;;"Air Conditioned, Unknown";;;;;;;"this stunning southwest east facing home is located in exclusive three harbour green coal harbours finest waterfront development designed by ibi architects and built by aspac developments it comes with the ultimate in custom interior finishings including kube kitchen by snaidero of italy 10 foot ceilings luxurious bathrooms by lo di giotto and move of italy closets this home has two patios including one over 200 square ft with an outdoor gas fireplace amenities include an exclusive club with squash court virtual golf movie theatre indoor pool swirlpool sauna and yoga room park your vehicles in your own private two car heated underground garage"
"0";"V1099419.html";"Unknown";"Unknown (Finished)";"6";;;;"Air Conditioned";;;;;;"Detached";"must see over 5200 sqft of modern living this quality home is tasteful  unique it boasts 20 grand foyer with modern stainless steel glass railing huge living room  kitchen for entertaining marble floors throughout the main floor  basement control 4 system highend appliances mudroom for back door access laundry on upper floor for convenience with the option of a 2 bedroom rental suite beautifully landscaped backyard close to the most prestigious private schools crofton house and st georges school easy access to ubc close to point grey golf  country club and shaughnessy golf  country club"
"0";"V1124747.html";"Unknown";"None (Unknown)";"6";;;;"Air Conditioned";;;;;;"Detached";"this openplan 4360sqft custom built house with 10362sqft huge lot located in riverdale are four ensuited bedrooms upstairs including a very large master bedroom with dry sauna and one ensuited bedroom downstairs air conditioning hrv music system surrounding the whole house and a smart control home system which controls security system all lights sound system and much more highend kitchen appliances wolf and subzeronice landscaping and view through backyard move to such an elegant home and great neighborhood one of kind proud to show"
"0";"C4006709.html";;;"5";;"4";;;"Wood";;"Forced air";;;"Detached";"welcome to this remarkable property located in sheep river valley of the rural foothills by okotoks enjoy the panoramic views over the fresh spring creek as you sit in the living room cozied up to the wood burning fireplace of this beautiful home the charming 4 bedroom 5 bath 4923 sq ft home also features kitchen with updated appliances living room den office and fully developed basement for all your family needs nature is at its best with a completely private yard featuring a lush array of trees plants  shrubs patio green house and 60 x 30 barn with storage area is big enough for a tractor or horses beyond the creek is approximately 70 acres by the sheep river bank being used as pasture"
"0";"V1116333.html";"Unknown";"Full (Finished)";"3";;;;;;;;;;"Detached";"1st shaughnessy district is located in the citys geographic heart a community that is famous for its heritage and culture this magnificent city mansion is set back on 20000 square ft flat a square lot that has the perfect balance of serenity privacy was carefully designed for overall proportions of interior space  flow essential to good qi ensuring happiness and passion for generations to come indulgent features include a media room builtin entertainment system subzero appliances gym with sauna top quality finishes of marble granite inlaid cherry wood floors  infloor radiant heating principal rooms open through french doors as an entertainers delight with views and use of patio space mature gardens heated lap pool jacuzzi  cabana house with bbq area httpsmymatterportcomshowmyqstnuaevhm"
"0";"V1097093.html";"Unknown";"None (Unknown)";"3";;;;"Air Conditioned";;;;;;;"the residence to own in vancouver irreplaceable coal harbour waterfront location stunning design by renowned architect james cheng atop 5 star fairmont hotel offering owners concierge service housekeeping room service and valet service from the privacy of your own residence gorgeous views of some of the most photographed scenes in the world city stanley park lions gate bridge coal harbour to the majestic north shore mtns quality and luxury throughout this residence from the leather bound entry way hardwood marble spa bath and wall to wall windows world class gym  spa"
"0";"V1097187.html";"Unknown";"Full (Unknown)";"4";;;;;;;;;;"Detached";"rare opportunity to own this one with tons of potentials huge 17290 corner lot with 91 wide at w 41st next to toyota and 190 deep on churchill st there is back lane with garages character tudor with u driveway and double garage at the end of the driveway but value mainly in the lot  potential right next to commercial dont disturb owner house and roof require restoration for sale as is and where is offer subject to inspection measurement to be verified if important"
"0";"V1101209.html";"Unknown";"Unknown (Finished)";"3";;;;;;;;;;"Detached";"its here two level amazing home 1257 chartwell place is located in lower chartwell with a fantastic city and harbour view in west vancouver it has been recently renovated with the flooring kitchen painting and basement the back yard is spacious and privacy dinning  living area with a high vaulted ceiling and fireplace simple layout supply capacious space upstairs and downstairs the gorgeous house is with walking distance to the famous sentinel secondary school chartwell elementary and transportation excellent opportunity for buyer and investment open house on sun15th feb 24pm"
"0";"V1112094.html";"Unknown";"Unknown (Finished)";"8";;;;"Air Conditioned, Unknown";;;;;;"Detached";"exquisite custom built home in shaughnessy area sits on a 60x120 7200 sq ft corner lot over 5000 square ft functional floor plan spacious living dining  family rooms floating staircase granite  maple hardwood flooring throughout on main gourmet kitchen  wok kitchen with high end appliances  granite countertops upstairs with 4 bedrooms all ensuites basement with huge recreation room with wet bar home theatre two guest bedrooms hot tub  sauna room air conditioning hrv radiant floor heating 3 car garage  beautifully landscaped garden emily carr elementary  eric hamber secondary catchments close to transit ubc shops restaurants  mins to richmond or downtown"
"0";"V1123295.html";"Unknown";"Unknown (Finished)";"7";;;;;;;;;;"Detached";
"0";"F1418810.html";;"None";"3";;;;;;;;;;"Detached";"5 acres designated row 15 townhouse in redwood heights ncp 4 stage 1 of ncp approved and stage 2 underway with approval expected in summer 2015 must be sold in conjunction with 18333 24th ave mls f1418808 and 2514 180th street mls f1418678 for a total of 3508 continuous acres"
"0";"V1123105.html";"Unknown";"Full (Unknown)";"2";;;;;;;;;;"Detached";"potential land assembly of 11 lots or can be assembled in smaller parcels amazing opportunity for a large or smaller scale development on this 66x1835 lot house is liveable for rental prior to building"
"0";"V1125886.html";"Unknown";"Full (Finished)";"5";;;;"Air Conditioned";;;;;;"Detached";"if these walls could talk theyd speak of 86 yrs of beautiful family moments stories of celebrations challenges  success intimate quiet moments pitter patter of footsteps echoes of laughter squels of delight  generations of growth if this home could talk it would boast of pedigree irreplaceable orig gate fr cp rail days to todays top materials 1st shaughnessy signature inlay hw flrs leaded glass cabinets wood burning fireplaces newer kitchen baths electrical paint top appliances triple quadruple paned windows  much more 10500sf lot 3756 sqft home 6 bdrmsden 5 baths 1000 sqft deck 400 sqft gym full bsmt truly must see this 1930s dutch colonial beauty offered for sale the home itself is priceles"
"0";"V1105996.html";"Unknown";"Unknown (Finished)";"8";;;;;;;;;;"Detached";"heart of vancouver shaughnessy custom built 6300 sqft luxurious mansion located in over 14000sqft lot high ceiling foyer wgrand chandelier classy tile floor and detailed moldings throughout gourmetwok kitchens granite countertop island whighend appliances airconditioning hrv 2 deluxe masters2 huge ensuites bedrooms huge walkin closet  jacuzzi tub basement with living room kitchen and 4 huge bedrooms mediagym rooms covered porch off the nook great for entertaining  bbq landscaped garden  4 car garage with security gate steps away from york house shaughnessy elem  little flower private schools quiet location and close to everything a pleasure to show"
"0";"V1057605.html";"Unknown";"Crawl space (Unknown)";"6";;;;"Air Conditioned, Unknown";;;;;;"Detached";"sensational custom home built to the highest standards with no expense spared situated on one of the largest lots in nicklaus north to take in the magnificent views of green lake and all the surrounding majestic mountains located on the valley trail out of reach of any errant golf balls and short term rental homes the home has been designed for the most discerning taste to accommodate family and friends with the ultimate privacy to incorporate quiet spaces and social areas inside and out words are difficult to find to describe this masterpiece the home has to be seen to be appreciated"
"0";"QR21406417.html";;;"8";;;;"Central air conditioning";"Stone";"Electric, Natural gas";"Forced air, Radiant heat";;;"Detached";"the wrought iron gates draw you into this magnificent custom built stone home tree lined drive port couchere professional landscaping salt water pool tennis court and its own island  its all here this 10000 square foot mansion comes with 5 bedrooms 7 bathrooms spa billiard room library chefs kitchen and butlers pantry this lavish 5 acre waterfront property on the bay of quinte is truly the very finest lifestyle httpwwwyoutubecomwatchvplpf8qoyotafeatureyoutube west on highway 2 from wallbridge road"
"0";"V1115519.html";"Unknown";"Unknown (Finished)";"7";;;;"Air Conditioned, Unknown";;;;;;"Detached";"kitsilano location custom built quality home with contemporary and functional design on a 50 x 125 lot with 4391 sf of living area high ceiling big windows equipped with highend miele appliances 4 bedrooms up all with ensuite baths basement features large recreation room media room wet bar wine cellar sauna and steam room steps to kitsilano secondary"
"0";"V1097673.html";"Unknown";"Unknown (Finished)";"6";;;;;;;;;;"Detached";"sensational waterfront estate residence on one of west vancouvers most prestigious streets spectacular south facing views from the lions gate bridge to vancouver island an absolute dream home exceptional quality and design create a luxurious 6000 sqft plus four bedroom six bathroom family residence large principal rooms provide a dramatic indoor outdoor lifestyle like no other with high vaulted ceilings floor to ceiling windows beautiful hardwood and stone floors with direct access to a resort style heated swimming pool jacuzzi spa private manicured gardens and heated terraces including an ocean side summer bbq and dining area with fireside outdoor lounge extensively remodelled shows like a new home"
"0";"F1428720.html";;"Unknown (Finished)";"6";;;;;;;;;;"Detached";"experience true exhilaration as the sunrise silhouettes mt baker and rises over the ocean to the sound of beethovens ode to joy or cat stevens morning has broken abundant natural light facilitated by floortoceiling windows and vaulted ceilings that beckon glorious views and invite tranquility what a way to welcome every day 1394 sq ft of covered decks  patios top quality viessmann boiler provides radiant hotwater heat in 24 x 24 polished porcelain tile that gleams throughout the home cook in your wok kitchen laundry facilities on all three floors bright walkout basement suite has 10 ceilings and views lovingly landscaped with tranquil water feature you wont want to leave this 21st century castle"
"0";"F1440036.html";;"Unknown (Finished)";"4";;;;;;;;;;"Detached";"development property  morgan creek area this 558 acre site is subdividable and boasts location location with north shore mountain views and valley vistas call for"
"0";"V1123500.html";"Unknown";"Full (Unknown)";"6";;;;;;;;;;"Detached";"spectacular super luxury home the only place you can see most amazing ocean  mtn views imaginable from every room in the house walking distance to schools park royal sctr the house has grand foyer open floor plan features 3 ensuite bedrooms upstairs open floor plan ac hrv top line appliances media room  inlaw suite on lower floor huge deck with hot tub enjoy amazing ocean pleasure to show"
"0";"F1440892.html";;"Full";"8";;;;;;;;;;"Detached";"great location great view great opportunity a stunning private gated 9271 sqft estate sitting on a 31624 sqft lot offering spacious high ceilingshrv  9 bdrms 8 baths  entertainment sized living  dining rm wgorgeous scenery master bdrm w380 sqft covered balcony facing private yard features library wok ktch media rm solar attic sauna winery games recreation rm  bbq wwood fp home security includes surveillance cameras  covered by home warranty insurance enjoy a garden pavilion big veranda  beautiful panorama of north shore mtns nearby south surrey downtown grandview corners shopping ctr walmart walking distance to southridge private school  sunnyside elem school just move in"
"0";"V1122020.html";"Unknown";"Full (Unknown)";"3";;;;;;;;;;"Detached";"not just any spot on the golden mile  this is the place to be direct views across to the sparkling ocean the city lights and the majestic local mountains quiet peaceful no traffic and a property that has never been available or on the market until now now is your chance to renovate hold rebuild plan your dream home or homes rt8 zoning south facing backyard lane access views on every level that will knock your socks off city plans to extend the park directly in front of this property to provide only bike paths and park on this section of point grey rd book your private tour today"
"0";"C3618078.html";;;"8";;"4";;;"See Remarks, Stone, Wood";;"Radiant heat";;;"Detached";"perched on a ridgetop high above the wordclass golf resort of silvertip this 7880 sqft 4 bedroom  den 8 bath timberframe masterpiece is impressive in every measurable way highlighting its prideofplace stunning views of rugged peaks are visible at every turn through massive windows  aweinspiring vaults clad in stone copper  locally sourced wood the finest finishes from the likes of viking kohler  hansgrohe richly prepared surfaces in pennsylvania bluestone handplaned walnut natural rundlestone  cherrywood each level of the home suits a different purpose thoughtfully executed to make the most of its environment a master level quietly set above all  master bath comparable to a private luxury spa family level games  media room gym resistance pool steamroom  more with so many features this narrative should only serve to whet the appetite of the reader  can be expanded upon with a firsthand visit by only the most discerning  wellqualified buyers"
"0";"V1117508.html";"Unknown";"Unknown (Finished)";"6";;;;;;;;;;"Detached";"shaughnessy is the citys geographic heart a prestigious community exceptionally famous for its heritage idyllic location is the perfect balance of serenity style  convenience within walking distance to york house little flower  point grey schools house is elevated from the street and embraces the professionally landscaped rich and lush garden completely rebuilt in 2003 unique features include security roller shutters gourmet kitchen with ss appliances 3 gas fireplaces media and entertainment rooms top level boasts a large bonus sitting room and a master bedroom with private outdoor hot tub to enjoy the amazing sunsets generous open concept living includes a main floor office and bedroom the formal living and dining rooms feature french doors leading to the ample outdoor living areas this home was carefully designed with details to overall proportions interior space and flow essential to good qi ensuring happiness and passion for generations to come"
"0";"V1120680.html";"Unknown";"None (Unknown)";"5";;;;;;;;;;"Detached";"raise your family herea warm and inviting family home on a child friendly culdesac in the heart of altamontbacking onto prestigious rosebery ave sprawling main levelcreating essentially a onelevel living concept with all 4 bedrms on the mainlower level is perfect for the family to hang out with huge rec room denbedrm and wine rm opening up to lovely yard on a bright lotquality finishes throughout and ocean views make this house understated yet elegantenjoy what this great neighbourhood has to offergood for families with kids of all ageswalk to sought after west bay ib elementary"
"0";"W2946072.html";;"N/A (Finished)";"9";"6";"4";"2";"Central air conditioning";"Stucco";"Natural gas";"Forced air";;;"Detached";"beautifully designed  built by mehran moeinifar of prince bay luxury homessteps to lake ontario  rattray marsh an entertainers delight with unique indoor pool 13866 sq ft of luxury living space marble flooring throughout 11 ceilings on main gourmet kitchen overlooks pool area two story family room w custom entertainment unit 20 fireplace home office w fire place  wrap around windows  extras  security system smart home automation system commercial grade appliances secondary service kitchen extensive mill work wall paneling crystal chandeliers home theatre 2 wet bars sauna hot tub  so much more"
"0";"V1097285.html";"Unknown";"None (Unknown)";"1";;;;;;;;;;"Detached";"all measurements approximate the buyer to verify"
"0";"V1114732.html";"Unknown";"Full (Finished)";"5";;;;;;;;;;"Detached";"beautiful family home in a quiet neighbourhood with charming street appeal extensive addition and renovations in 2005 and 2007 cross hall plan hardwood floors on the main and up living room has french doors overlooking the professional landscaped garden family room with builtin wall unit gourmet kitchen with eating area and adjoining sitting area mud room 4 bedrooms up including master bedroom with 2 walkin closets and deluxe ensuite 2nd bedroom with newer ensuite basement is finished with huge recreation room bedroom den laundry storage gorgeous private backyard walking distance to magee high school and maple grove elementary fixed lease to dec 31 2015  6000month"
"0";"C3645887.html";"Walk out";"Full (Finished)";"9";"5";"4";"1";"Central air conditioning";"Stone";;"Forced air, Radiant heat";;;"Detached";"with unobstructed views of the lake and rocky mountains this enchanting 13000 sqft home boasts exquisite design and craftsmanship throughout upon entering the 117 acre gated property one will first notice the tranquil outdoors with balconies terraces tennis court lush gardens playground picturesque landscaping and pond showcasing the waterfall and bridge that leads to the private island with covered sitting area the traditional elegance of this stunning castlelike home features 5 spacious bedrooms 9 baths a gourmet kitchen with stateoftheart appliances including wolf range and subzero refrigerator a formal dining room six fireplaces marble flooring a nanny wing twostorey library with floortoceiling architectural windows and signature spiral staircase an 18 seat movie theater and indoor pool  hot tub with glass roof a true private oasis just a short drive from calgary with no detail overlooked this impressive property must be seen to experience what it has to offer"
"0";"V1072991.html";"Unknown";"Full (Unknown)";"5";;;;;;;;;;"Detached";"sweeping view of water mountain  downtown corner lot on a very high side of the street with southern backyard gorgeous high quality custombuilt by european builder willow creek homes beautiful front  backyard designed by wendy landscaping over 200k spent on granite stone wall  all kinds of seasonal plants decorated by nature granite  stone mason pavement with a touch of italian taste extensive use of moldings  millwork molding designer handcrafted tiles bathrooms  laundry top of the line fixture  appliances quality hw floors throughout expensive draperies home theatre sauna    walk to bcs top school lord byng secondary  queen elizabeth elementary close to ubc beach  shops"
"0";"V1124278.html";"Unknown";"Unknown (Finished)";"7";;;;"Air Conditioned";;;;;;"Detached";"beautiful luxury custom built home in the heart of point grey 50 x 22 6100 square ft lot the house was built in 2013 with very functional floor plan 6 bdrm  7 bath  1 den the main floor features highceiling and solid hardwood floor granite counter tops and firstclass appliances the lower level has a media wine room and guest suite mountain and ocean view from the upper roof deck 2510 new home warranty close to ubc and school catchment is queen elizabeth elementary  lord byng secondary open house on may 31 sun 24pm"
"0";"V1106553.html";"Unknown";"Partial (Partially finished)";"4";;;;;;;;;;"Detached";"rare opportunity  incredible property for holding or build your dream home on this huge level lot in prestigious sw marine location note lot size 95 x 231 21945 sq ft house built in 1941 over 4000 sqft very well kept features grand principal rooms on the main level total 4 bedroom 35 baths gourmet kitchen over looking extra deep back yard with eastern exposure close to magee high school maple grove elementary ubc crofton st georges private school shopping  bus must see"
"0";"V1119523.html";"Separate entrance";"Full (Finished)";"3";;;;;;;;;;"Detached";"southlandsdunbar area of vancouver bc likened to frank lloyd wrights falling water design inspired bridge home built to commercial seismic standards in 2012 concrete steel  timber columns architect is alan boniface builder treeline construction set in a traditional japanese garden established in 1899 interior  exterior led all controlled by lutron graphic eye home awarded ges edison residential design award in 2012 floor to ceiling commercial curtain walls maximizing views of the gardens floors polished concrete with infloor radiant heating 7 zones full sheets bianco neve marble in all wet areas in bathrooms home has highest auspicious feng shui the ultimate one bedroom home www3333swmarinedrivecom"
"0";"10090865.html";"Separate entrance, Walk out";"Crawl space (Finished)";"10";;;;"Central air conditioning";"Stucco";;"Forced air";"Gas,Wood";"Conventional,Conventional";"Conventional";"a piece of paradise along the shores of okanagan lake with over 500 feet of private and pristine waterfront 2 homes that are architecturally designed and timelessly styled the main home taking full advantage of the lakeside setting mature indigenous trees and landscaping impressive rock walls and numerous patios and plateaus to enjoy the setting sandy beach area with licensed dock boat moorage and areas to enjoy the okanagan sunshine the second home is nestled apart from the main home and is ideal for visiting family and guests the upper portion of the property offers a unique opportunity for potential subdivision detached garage  shop just minutes from cedar creek estate winery summer hill winery bertram beach and okanagan mountain park your guests will enjoy the scenic drive through the vineyards along the shoreline of okanagan lake picturesque sunset views nature at your doorstep and peaceful quiet are just some of the memories you will enjoy fabulous business asset to be used as a corporate retreat and client meetings"
"0";"V1114525.html";"Unknown";"Partial (Unknown)";"1";;;;;;;;;;"Detached";"rarely available ready to be built prime rectangular level lot with 100 ft frontage  2249 ft depth on the prestigious marine drives row of mansions rear lane with easy access onto w54th ave or w57th ave"
"0";"V1067018.html";"Unknown";"Full (Unknown)";"4";;;;;;;;;;"Detached";"property is sold as iswhere is"
"0";"V1077012.html";"Unknown";"Unknown (Finished)";"4";;;;;;;;;;"Detached";"spectacular architect designed custom built home with superb views of ocean mountains islands in prime area of salt spring truly the best home would be considered premier anywhere in the world natural 26 acre landscape ponds lovely meadowforest mix walking trails sunrisessunsets from expansive deckspatios windows are designed to take in panorama of mainland mountains mt bakers majesty gulf isles in salish sea view soars to meet your gaze many unique irreplaceable features citadel concept main level with formal entry master wing expansive entertainment style livingdining dream kitchen guest bedbath garden level familymedia room crafts room 2 bedbaths dramatic majestic one of a kind"
"0";"V1076667.html";"Unknown";"Full (Finished)";"7";;;;;;;;;;"Detached";"paranomic ocean  city view sit on a commanding lot in luxury chartwell classic design  fine details incl coffered ceilings crown moldings stained dark oak hardwood marble  granite created a timeless elegant home the gracious foyer on the main flr opens to the formal lr wunique fireplace  dr beaut custom gourmet kitch wmarble counter flowing to the eatar  famrm which opens out to the large deck perfect for bbq addit feats incl 6 enste bd incl the lux master enste with travertine steam shower  jacuzzi tub looking out to ocean view media rm wine rm swimming pool garden gated front entrance triple car garage heated drive way this houser has it all openhouse mar 2829 200pm to 400pm"
