"34","6387 Dixon Dam Road , Vernon, British Columbia   V1B3J9
",,,,"$7,800,000 
","Listing ID: 10090891
","10090891.html"
"35","2677 Westside Road , West Kelowna, British Columbia   V1Z3T2
",,,,"$4,495,000 
","Listing ID: 10091948
","10091948.html"
"36","2211 Campbell Road , West Kelowna, British Columbia   V1Z1S9
",,,,"$8,900,000 
","Listing ID: 10092912
","10092912.html"
"37","1855 Watson Road , Kelowna, British Columbia   V1V1R3
",,,,"$4,200,000 
","Listing ID: 10093137
","10093137.html"
"38","19 - 180 Sheerwater Court , Kelowna, British Columbia   V1V2Z1
",,,,"$8,800,000 
","Listing ID: 10094151
","10094151.html"
"39","525 Feathertop Way , Big White, British Columbia   V1P1P3
",,,,"$9,200,000 
","Listing ID: 10094899
","10094899.html"
"40","3908 Bluebird Road , Kelowna, British Columbia   V1W1X6
",,,,"$4,295,000 
","Listing ID: 10095140
","10095140.html"
"41","16414 Carrs Landing Road , Lake Country, British Columbia   V4V1A9
",,,,"$7,900,000 
","Listing ID: 10097297
","10097297.html"
"42","3130 Shayler Court , Kelowna, British Columbia   V1V2B7
",,,,"$4,395,000 
","Listing ID: 10099383
","10099383.html"
"43","2830 East Kelowna Road , Kelowna, British Columbia   V1W4H5
",,,,"$4,750,000 
","Listing ID: 10099505
","10099505.html"
"44","3591 Hart Road , Kelowna, British Columbia   V1W4G6
",,,,"$6,745,000 
","Listing ID: 10099650
","10099650.html"
"45","210 - 440 Cascia Drive , Kelowna, British Columbia   V1W4Y4
",,,,"$4,295,000 
","Listing ID: 10099708
","10099708.html"
"46","137 GANNET Lane , DUNCAN COVE, Nova Scotia   B3B3H4
",,,,"$4,495,000 
","Listing ID: 00390948
","00390948.html"
"47","1191 ROUTE 785, UTOPIA, NEW BRUNSWICK, New Brunswick   E5C2L3
",,,,"$9,650,000 
","Listing ID: 05337591
","05337591.html"
"48","6620 Lakeshore Road , Kelowna, British Columbia   V1W4J5
",,,,"$8,975,000 
","Listing ID: 10085286
","10085286.html"
"49","15686 Whiskey Cove Road , Lake Country, British Columbia   V4V1C4
",,,,"$7,500,000 
","Listing ID: 10086107
","10086107.html"
"50","1475 Pritchard Drive , West Kelowna, British Columbia   V4T1X4
",,,,"$7,995,000 
","Listing ID: 10086622
","10086622.html"
"51","1998 Abbott Street , Kelowna, British Columbia   V1Y1C3
",,,,"$4,495,000 
","Listing ID: 10090774
","10090774.html"
"52","5570 Lakeshore Road , Kelowna, British Columbia   V1W4T4
",,,,"$6,900,000 
","Listing ID: 10090865
","10090865.html"
"53","6387 Dixon Dam Road , Vernon, British Columbia   V1B3J9
",,,,"$7,800,000 
","Listing ID: 10090891
","10090891.html"
"54","2677 Westside Road , West Kelowna, British Columbia   V1Z3T2
",,,,"$4,495,000 
","Listing ID: 10091948
","10091948.html"
"55","2211 Campbell Road , West Kelowna, British Columbia   V1Z1S9
",,,,"$8,900,000 
","Listing ID: 10092912
","10092912.html"
"56","1855 Watson Road , Kelowna, British Columbia   V1V1R3
",,,,"$4,200,000 
","Listing ID: 10093137
","10093137.html"
"57","19 - 180 Sheerwater Court , Kelowna, British Columbia   V1V2Z1
",,,,"$8,800,000 
","Listing ID: 10094151
","10094151.html"
"58","525 Feathertop Way , Big White, British Columbia   V1P1P3
",,,,"$9,200,000 
","Listing ID: 10094899
","10094899.html"
"59","3908 Bluebird Road , Kelowna, British Columbia   V1W1X6
",,,,"$4,295,000 
","Listing ID: 10095140
","10095140.html"
"60","16414 Carrs Landing Road , Lake Country, British Columbia   V4V1A9
",,,,"$7,900,000 
","Listing ID: 10097297
","10097297.html"
"61","3130 Shayler Court , Kelowna, British Columbia   V1V2B7
",,,,"$4,395,000 
","Listing ID: 10099383
","10099383.html"
"62","2830 East Kelowna Road , Kelowna, British Columbia   V1W4H5
",,,,"$4,750,000 
","Listing ID: 10099505
","10099505.html"
"63","3591 Hart Road , Kelowna, British Columbia   V1W4G6
",,,,"$6,745,000 
","Listing ID: 10099650
","10099650.html"
"64","210 - 440 Cascia Drive , Kelowna, British Columbia   V1W4Y4
",,,,"$4,295,000 
","Listing ID: 10099708
","10099708.html"
"65","137 GANNET Lane , DUNCAN COVE, Nova Scotia   B3B3H4
",,,,"$4,495,000 
","Listing ID: 00390948
","00390948.html"
"66","1191 ROUTE 785, UTOPIA, NEW BRUNSWICK, New Brunswick   E5C2L3
",,,,"$9,650,000 
","Listing ID: 05337591
","05337591.html"
"67","6620 Lakeshore Road , Kelowna, British Columbia   V1W4J5
",,,,"$8,975,000 
","Listing ID: 10085286
","10085286.html"
"68","15686 Whiskey Cove Road , Lake Country, British Columbia   V4V1C4
",,,,"$7,500,000 
","Listing ID: 10086107
","10086107.html"
"69","1475 Pritchard Drive , West Kelowna, British Columbia   V4T1X4
",,,,"$7,995,000 
","Listing ID: 10086622
","10086622.html"
"70","1998 Abbott Street , Kelowna, British Columbia   V1Y1C3
",,,,"$4,495,000 
","Listing ID: 10090774
","10090774.html"
"71","5570 Lakeshore Road , Kelowna, British Columbia   V1W4T4
",,,,"$6,900,000 
","Listing ID: 10090865
","10090865.html"
"72","6387 Dixon Dam Road , Vernon, British Columbia   V1B3J9
",,,,"$7,800,000 
","Listing ID: 10090891
","10090891.html"
"73","2677 Westside Road , West Kelowna, British Columbia   V1Z3T2
",,,,"$4,495,000 
","Listing ID: 10091948
","10091948.html"
"74","2211 Campbell Road , West Kelowna, British Columbia   V1Z1S9
",,,,"$8,900,000 
","Listing ID: 10092912
","10092912.html"
"75","1855 Watson Road , Kelowna, British Columbia   V1V1R3
",,,,"$4,200,000 
","Listing ID: 10093137
","10093137.html"
"76","19 - 180 Sheerwater Court , Kelowna, British Columbia   V1V2Z1
",,,,"$8,800,000 
","Listing ID: 10094151
","10094151.html"
"77","525 Feathertop Way , Big White, British Columbia   V1P1P3
",,,,"$9,200,000 
","Listing ID: 10094899
","10094899.html"
"78","3908 Bluebird Road , Kelowna, British Columbia   V1W1X6
",,,,"$4,295,000 
","Listing ID: 10095140
","10095140.html"
"79","16414 Carrs Landing Road , Lake Country, British Columbia   V4V1A9
",,,,"$7,900,000 
","Listing ID: 10097297
","10097297.html"
"80","3130 Shayler Court , Kelowna, British Columbia   V1V2B7
",,,,"$4,395,000 
","Listing ID: 10099383
","10099383.html"
"81","2830 East Kelowna Road , Kelowna, British Columbia   V1W4H5
",,,,"$4,750,000 
","Listing ID: 10099505
","10099505.html"
"82","3591 Hart Road , Kelowna, British Columbia   V1W4G6
",,,,"$6,745,000 
","Listing ID: 10099650
","10099650.html"
"83","210 - 440 Cascia Drive , Kelowna, British Columbia   V1W4Y4
",,,,"$4,295,000 
","Listing ID: 10099708
","10099708.html"
"84","137 GANNET Lane , DUNCAN COVE, Nova Scotia   B3B3H4
",,,,"$4,495,000 
","Listing ID: 00390948
","00390948.html"
"85","1191 ROUTE 785, UTOPIA, NEW BRUNSWICK, New Brunswick   E5C2L3
",,,,"$9,650,000 
","Listing ID: 05337591
","05337591.html"
"86","6620 Lakeshore Road , Kelowna, British Columbia   V1W4J5
",,,,"$8,975,000 
","Listing ID: 10085286
","10085286.html"
"87","15686 Whiskey Cove Road , Lake Country, British Columbia   V4V1C4
",,,,"$7,500,000 
","Listing ID: 10086107
","10086107.html"
"88","1475 Pritchard Drive , West Kelowna, British Columbia   V4T1X4
",,,,"$7,995,000 
","Listing ID: 10086622
","10086622.html"
"89","1998 Abbott Street , Kelowna, British Columbia   V1Y1C3
",,,,"$4,495,000 
","Listing ID: 10090774
","10090774.html"
"90","5570 Lakeshore Road , Kelowna, British Columbia   V1W4T4
",,,,"$6,900,000 
","Listing ID: 10090865
","10090865.html"
"91","6387 Dixon Dam Road , Vernon, British Columbia   V1B3J9
",,,,"$7,800,000 
","Listing ID: 10090891
","10090891.html"
"92","2677 Westside Road , West Kelowna, British Columbia   V1Z3T2
",,,,"$4,495,000 
","Listing ID: 10091948
","10091948.html"
"93","2211 Campbell Road , West Kelowna, British Columbia   V1Z1S9
",,,,"$8,900,000 
","Listing ID: 10092912
","10092912.html"
"94","1855 Watson Road , Kelowna, British Columbia   V1V1R3
",,,,"$4,200,000 
","Listing ID: 10093137
","10093137.html"
"95","19 - 180 Sheerwater Court , Kelowna, British Columbia   V1V2Z1
",,,,"$8,800,000 
","Listing ID: 10094151
","10094151.html"
"96","525 Feathertop Way , Big White, British Columbia   V1P1P3
",,,,"$9,200,000 
","Listing ID: 10094899
","10094899.html"
"97","3908 Bluebird Road , Kelowna, British Columbia   V1W1X6
",,,,"$4,295,000 
","Listing ID: 10095140
","10095140.html"
"98","16414 Carrs Landing Road , Lake Country, British Columbia   V4V1A9
",,,,"$7,900,000 
","Listing ID: 10097297
","10097297.html"
"99","3130 Shayler Court , Kelowna, British Columbia   V1V2B7
",,,,"$4,395,000 
","Listing ID: 10099383
","10099383.html"
"100","2830 East Kelowna Road , Kelowna, British Columbia   V1W4H5
",,,,"$4,750,000 
","Listing ID: 10099505
","10099505.html"
"101","3591 Hart Road , Kelowna, British Columbia   V1W4G6
",,,,"$6,745,000 
","Listing ID: 10099650
","10099650.html"
"102","210 - 440 Cascia Drive , Kelowna, British Columbia   V1W4Y4
",,,,"$4,295,000 
","Listing ID: 10099708
","10099708.html"
"103","RTE 336 - 576 CABLE HEAD EAST , CABLE HEAD EAST, Prince Edward Island   C0B1M0
",,,,"$4,750,000 
","Listing ID: 13070000
","13070000.html"
"104","15 GEORGINA DR, ORO-MEDONTE, Ontario   L4M1E9
",,,,"$5,150,000 
","Listing ID: 1409195
","1409195.html"
"105","3150 Rutland Rd, Victoria, British Columbia   V8R4R8
",,,,"$7,500,000 
","Listing ID: 348418
","348418.html"
"106","1069 Beach Dr, Victoria, British Columbia   V8S2N2
",,,,"$8,999,000 
","Listing ID: 348608
","348608.html"
"107","530 Salmon Rd, North Saanich, British Columbia   V8M1S5
",,,,"$4,575,000 
","Listing ID: 348906
","348906.html"
"108","3275 Campion Rd, Central Saanich, British Columbia   V8M1W7
",,,,"$6,800,000 
","Listing ID: 349119
","349119.html"
"109","3051 McAnally Rd, Victoria, British Columbia   V8N1T3
",,,,"$7,250,000 
","Listing ID: 349860
","349860.html"
"110","7756 West Saanich Rd, Central Saanich, British Columbia   V8M1R8
",,,,"$4,488,000 
","Listing ID: 351454
","351454.html"
"111","9260 Ardmore Dr, North Saanich, British Columbia   V8L5G4
",,,,"$4,250,000 
","http://www.realtor.ca/Residential/Single-Family/15740938/9260-Ardmore-Dr-North-Saanic...
","351903.html"
"112","875 BRABANT PLACE, TOFINO, British Columbia   V0R2Z0
",,,,"$7,900,000 
","Listing ID: 353393
","353393.html"
"113","1400 DORCAS POINT ROAD, NANOOSE BAY, British Columbia   V9P9B4
",,,,"$4,500,000 
","Listing ID: 373787
","373787.html"
"114","6540 EAGLES DRIVE, COURTENAY, British Columbia   V9J1V4
",,,,"$4,500,000 
","Listing ID: 385472
","385472.html"
"115","3127 NORTHWOOD ROAD, NANAIMO, British Columbia   V9R7C7
",,,,"$6,899,000 
","Listing ID: 392606
","392606.html"
"116","MARCO ISLAND, Unit 1, MUSKOKA LAKES, Ontario   P0B1E0
",,,,"$5,300,000 
","Listing ID: 481960135
","481960135.html"
"117","150A SHAWANAGA ISLAND, Unit PCL, THE ARCHIPELAGO, Ontario   P0G1K0
",,,,"$5,495,000 
","Listing ID: 520940126
","520940126.html"
"118","B - 78 TOPAJO Road , HUMPHREY, Ontario   P0C1H0
",,,,"$5,759,000 
","Listing ID: 521930797
","521930797.html"
"119","211 WALKER Road , CHESTER, Nova Scotia   B0J1J0
",,,,"$4,273,000 
","Listing ID: 60088317
","60088317.html"
"120","19 GREEN VALLEY RD, Toronto, Ontario   M2P1A4
",,,,"$5,880,000 
","Listing ID: C3104853
","C3104853.html"
"121","117 SCOLLARD ST, Toronto, Ontario   M5R1G4
",,,,"$5,888,000 
","Listing ID: C3120190
","C3120190.html"
"122","11 PURLING PL, Toronto, Ontario   M3B1V4
",,,,"$5,698,000 
","Listing ID: C3140671
","C3140671.html"
"123","#Penths- 155 ST CLAIR AVE W, Toronto, Ontario   M4V1P7
",,,,"$5,500,000 
","http://www.realtor.ca/propertyDetails.aspx?PropertyId=15478242
","C3153538.html"
"124","114 HAZELTON AVE, Toronto, Ontario   M5R2E5
",,,,"$5,200,000 
","http://www.realtor.ca/propertyDetails.aspx?PropertyId=15534203
","C3166960.html"
"125","9 LAUDERDALE DR, Toronto, Ontario   M2L2A8
",,,,"$5,080,000 
","Listing ID: C3174921
","C3174921.html"
"126","1 STRATHEDEN RD, Toronto, Ontario   M4N1E2
",,,,"$5,595,000 
","Listing ID: C3185841
","C3185841.html"
"127","Address not available
",,,,"$5,498,000 
","http://www.realtor.ca/propertyDetails.aspx?PropertyId=15719149
","C3211401.html"
"128","#600 - 436 WELLINGTON ST W, Toronto, Ontario   M5V1E3
",,,,"$5,550,000 
","Listing ID: C3214787
","C3214787.html"
"129","821 Silvertip HT, Silvertip, Canmore, Alberta   T1W3K9
",,,,"$7,950,000 
","Listing ID: C3618078
","C3618078.html"
"130","#2004 108 9 AV SW, Downtown, Calgary, Alberta   T2P3H9
",,,,"$4,250,000 
","Listing ID: C3640664
","C3640664.html"
"131","60037 TWP RD 263A, Rural Rockyview County, Alberta   T4C2E9
",,,,"$7,500,000 
","Listing ID: C3645887
","C3645887.html"
"132","242172 HWY 762, Rural Foothills M.D., Alberta   T0L1W0
",,,,"$8,980,000 
","Listing ID: C3646135
","C3646135.html"
"133","5.9 Ac Pine Creek Rd (N end) & McLeod Trail (2a), Rural Foothills M.D., Alberta   T0T0T0
",,,,"$4,500,000 
","Listing ID: C3647620
","C3647620.html"
"134","256003 COALMINE RD W, Rural Foothills M.D., Alberta   T0L1W0
",,,,"$7,989,000 
","Listing ID: C3652657
","C3652657.html"
"135","611 SIFTON BV SW, Elbow Park_Glencoe, Calgary, Alberta   T2T2K8
",,,,"$6,999,000 
","Listing ID: C3652931
","C3652931.html"
"136","15 PUMP HILL CL SW, Pump Hill, Calgary, Alberta   T2V5E5
",,,,"$8,180,000 
","Listing ID: C3653337
","C3653337.html"
"137","81 ANATAPI LN SW, Springbank Hill, Calgary, Alberta   T3H4G2
",,,,"$6,900,000 
","Listing ID: C4000662
","C4000662.html"
"138","4208 BRITANNIA DR SW, Britannia, Calgary, Alberta   T2S1J3
",,,,"$4,450,000 
","Listing ID: C4000958
","C4000958.html"
"139","4248 BRITANNIA DR SW, Britannia, Calgary, Alberta   T2S1J3
",,,,"$4,995,000 
","Listing ID: C4001601
","C4001601.html"
"140","18 SUMMIT POINTE DR, Heritage Pointe, Alberta   T0L0X0
",,,,"$4,185,000 
","Listing ID: C4006332
","C4006332.html"
"141","507 RIVERDALE AV SW, Elboya, Calgary, Alberta   T2S0X9
",,,,"$4,250,000 
","Listing ID: C4006483
","C4006483.html"
"142","200 5051 HWY 549, Rural Foothills M.D., Alberta   T1S1A4
",,,,"$4,299,000 
","Listing ID: C4006709
","C4006709.html"
"143","7H Ranch Hwy 579, Rural Mountain View County, Alberta   T0M2E0
",,,,"$6,000,000 
","Listing ID: C4006818
","C4006818.html"
"144","#1400 135 26 AV SW, Mission, Calgary, Alberta   T2S0M2
",,,,"$8,389,500 
","Listing ID: C4007280
","C4007280.html"
"145","56 UPLANDS WY, Uplands, Rural Rockyview County, Alberta   T3Z3N5
",,,,"$4,850,000 
","Listing ID: C4008847
","C4008847.html"
"146","850 RIDEAU RD SW, Rideau Park, Calgary, Alberta   T2S0R6
",,,,"$4,775,000 
","Listing ID: C4011862
","C4011862.html"
"147","232152 RGE RD 52, Rural Rockyview County, Alberta   O0O0O0
",,,,"$5,000,000 
","Listing ID: C4012236
","C4012236.html"
"148","243019 MORGANS RD, Morgans Rise, Rural Rockyview County, Alberta   T3Z0A6
",,,,"$4,375,000 
","Listing ID: C4014364
","C4014364.html"
"149","125 Forestry RD, Red Earth Creek, Alberta   T0G1X0
",,,,"$4,000,000 
","Listing ID: E3313697
","E3313697.html"
"150","53 Riverridge RD, Rural Sturgeon County, Alberta   T8T0B9
",,,,"$4,400,000 
","Listing ID: E3366096
","E3366096.html"
"151","50362 Range Rd 244, Rural Leduc County, Alberta   T4X0N9
",,,,"$4,000,000 
","Listing ID: E3391551
","E3391551.html"
"152","484 52304 RR 233 RD, Rural Strathcona County, Alberta   T8B1C9
",,,,"$5,900,000 
","Listing ID: E3402091
","E3402091.html"
"153","18279 24TH AV, Surrey, British Columbia   V3S9V2
",,,,"$4,750,000 
","Listing ID: F1418810
","F1418810.html"
"154","29360 TOWNSHIPLINE RD, Abbotsford, British Columbia   V4X1S1
",,,,"$6,980,000 
","Listing ID: F1422736
","F1422736.html"
"155","30709 NORTH BURGESS AV, Abbotsford, British Columbia   V4X2A6
",,,,"$8,488,000 
","Listing ID: F1426476
","F1426476.html"
"156","1321 131ST ST, Surrey, British Columbia   V4A4A5
",,,,"$4,500,000 
","Listing ID: F1428720
","F1428720.html"
"157","2189 123RD ST, Surrey, British Columbia   V4A3L6
",,,,"$8,558,000 
","Listing ID: F1429622
","F1429622.html"
"158","447 232ND ST, Langley, British Columbia   V2Z2W2
",,,,"$4,499,000 
","Listing ID: F1430137
","F1430137.html"
"159","18638 74TH AV, Surrey, British Columbia   V4N6C2
",,,,"$4,200,000 
","Listing ID: F1430272
","F1430272.html"
"160","2560 132ND ST, Surrey, British Columbia   V4P1X5
",,,,"$6,900,000 
","Listing ID: F1433307
","F1433307.html"
"161","19870 3B AV, Langley, British Columbia   V2Z0A2
",,,,"$6,988,800 
","Listing ID: F1433545
","F1433545.html"
"162","25125 72 AV, Langley, British Columbia   V4W1J1
",,,,"$4,495,000 
","Listing ID: F1433697
","F1433697.html"
"163","2683 CRESCENT DR, Surrey, British Columbia   V4A3J9
",,,,"$6,688,000 
","Listing ID: F1434302
","F1434302.html"
"164","464 200TH ST, Langley, British Columbia   N0N0N0
",,,,"$4,337,000 
","Listing ID: F1436762
","F1436762.html"
"165","12854 - 12858 13TH AV, Surrey, British Columbia   V4A1B4
",,,,"$4,500,000 
","Listing ID: F1437417
","F1437417.html"
"166","13805 27 AV, Surrey, British Columbia   V4P1T2
",,,,"$7,888,000 
","Listing ID: F1439155
","F1439155.html"
"167","9126 - 9130 176TH ST, Surrey, British Columbia   V4N6G1
",,,,"$7,880,000 
","Listing ID: F1439706
","F1439706.html"
"168","13500 WOODCREST DR, Surrey, British Columbia   V4P1W6
",,,,"$6,898,000 
","Listing ID: F1439755
","F1439755.html"
"169","14331 SUNSET DR, White Rock, British Columbia   V4B2V3
",,,,"$4,258,000 
","Listing ID: F1439887
","F1439887.html"
"170","16950 23RD AV, Surrey, British Columbia   V3S9Z2
",,,,"$4,680,000 
","Listing ID: F1439898
","F1439898.html"
"171","3965 156TH ST, Surrey, British Columbia   V3S0G7
",,,,"$6,880,000 
","Listing ID: F1440036
","F1440036.html"
"172","19904 3B AV, Langley, British Columbia   V2Z0A2
",,,,"$4,388,000 
","Listing ID: F1440272
","F1440272.html"
"173","16166 30B AV, Surrey, British Columbia   V3S0Z8
",,,,"$4,580,000 
","Listing ID: F1440892
","F1440892.html"
"174","12645 BECKETT RD, Surrey, British Columbia   V4A2W9
",,,,"$4,388,000 
","Listing ID: F1441174
","F1441174.html"
"175","3258 137A ST, Surrey, British Columbia   V4P2B5
",,,,"$4,090,000 
","Listing ID: F1442790
","F1442790.html"
"176","Address not available
",,,,"$5,600,000 
","Listing ID: H3140708
","H3140708.html"
"177","Address not available
",,,,"$5,499,900 
","Listing ID: N3078731
","N3078731.html"
"178","13835 KENNEDY RD, Whitchurch-Stouffville, Ontario   L4A7X5
",,,,"$5,490,000 
","Listing ID: N3130306
","N3130306.html"
"179","94 WESTWOOD LANE, Richmond Hill, Ontario   L4C6Y2
",,,,"$5,180,000 
","Listing ID: N3139956
","N3139956.html"
"180","8 FAIRFIELD PL, Markham, Ontario   L3T7M7
",,,,"$5,555,000 
","Listing ID: N3162073
","N3162073.html"
"181","19 MARYVALE CRES, Richmond Hill, Ontario   L4C6P6
",,,,"$5,488,000 
","Listing ID: N3171343
","N3171343.html"
"182","50 DENHAM DR, Richmond Hill, Ontario   L4C6J2
",,,,"$5,490,000 
","http://www.realtor.ca/propertyDetails.aspx?PropertyId=15562583
","N3173212.html"
"183","153 MATTUCCI CRT, Vaughan, Ontario   L4L8Z1
",,,,"$5,900,000 
","Listing ID: N3183480
","N3183480.html"
"184","980 SHOREVIEW DR, Innisfil, Ontario   L9S5A7
",,,,"$5,900,000 
","Listing ID: N3202699
","N3202699.html"
"185","532&534 LAKE DR S, Georgina, Ontario   L4P1S2
",,,,"$5,799,000 
","Listing ID: N3203701
","N3203701.html"
"186","8 DENHAM DR, Richmond Hill, Ontario   L4C6J1
",,,,"$5,798,000 
","Listing ID: N3211853
","N3211853.html"
"187","1920 KING-VAUGHAN RD, Vaughan, Ontario   L6A2A7
",,,,"$5,549,000 
","Listing ID: N3214580
","N3214580.html"
"188","1872 OLD HIGHWAY 2, BAY OF QUINTE, Ontario   K8N4Z2
",,,,"$5,000,000 
","Listing ID: QR21406417
","QR21406417.html"
"189","8 ROTHESAY PARK Road , ROTHESAY, New Brunswick   E2E5T6
",,,,"$4,800,000 
","Listing ID: SJ152241
","SJ152241.html"
"190","2257 NORDIC DR, Whistler, British Columbia   V0N1B2
",,,,"$8,990,000 
","Listing ID: V1023291
","V1023291.html"
"191","3116 HILLCREST DR, Whistler, British Columbia   V0N1B3
",,,,"$6,495,000 
","http://www.realtor.ca/propertyDetails.aspx?PropertyId=15633689
","V1041596.html"
"192","8441 GOLDEN BEAR PL, Whistler, British Columbia   V0N1B8
",,,,"$8,500,000 
","Listing ID: V1057605
","V1057605.html"
"193","2050 MARINE DR, Vancouver, British Columbia   V6P6B5
",,,,"$8,500,000 
","Listing ID: V1066359
","V1066359.html"
"194","Floor Space
Floor Space
Floor Space
Floor Space
2675 sqft
",,,,"$4,380,000 
","Listing ID: V1067018
","V1067018.html"
"195","116 CENTENNIAL PW, Tsawwassen, British Columbia   V4L1K3
",,,,"$4,500,000 
","Listing ID: V1069495
","V1069495.html"
"196","3998 W 11TH AV, Vancouver, British Columbia   V6R2L2
",,,,"$4,180,000 
","Listing ID: V1072991
","V1072991.html"
"197","1379 CHARTWELL DR, West Vancouver, British Columbia   V7S2R4
",,,,"$6,880,000 
","Listing ID: V1076667
","V1076667.html"
"198","1218 W 32ND AV, Vancouver, British Columbia   V6H2J2
",,,,"$6,800,000 
","Listing ID: V1078325
","V1078325.html"
"199","# PH2101 1221 BIDWELL ST, Vancouver, British Columbia   V6G0B1
",,,,"$6,950,000 
","Listing ID: V1079038
","V1079038.html"
"200","4254 ROCKRIDGE RD, West Vancouver, British Columbia   V7W1A5
",,,,"$4,380,000 
","http://www.realtor.ca/Residential/Single-Family/14786623/4254-ROCKRIDGE-RD-West-...
","V1080274.html"
"201","3822 SUNRIDGE DR, Whistler, British Columbia   V0N1B3
",,,,"$6,999,000 
","Listing ID: V1080575
","V1080575.html"
"202","1977 W 45TH AV, Vancouver, British Columbia   V6M2H7
",,,,"$4,598,000 
","Listing ID: V1081878
","V1081878.html"
"203","2609 W 49TH AV, Vancouver, British Columbia   V6N3S5
",,,,"$4,100,000 
","Listing ID: V1082668
","V1082668.html"
"204","4253 ROCKBANK PL, West Vancouver, British Columbia   V7W1A8
",,,,"$4,580,000 
","Listing ID: V1084554
","V1084554.html"
"205","58 BONNYMUIR PL, West Vancouver, British Columbia   V7S1K9
",,,,"$4,380,000 
","http://www.realtor.ca/Residential/Single-Family/14912629/58-BONNYMUIR-PL-West-Va...
","V1086138.html"
"206","6476 CHURCHILL ST, Vancouver, British Columbia   V6M3H9
",,,,"$6,980,000 
","Listing ID: V1086595
","V1086595.html"
"207","3785 BAYRIDGE AV, West Vancouver, British Columbia   V7V3J3
",,,,"$4,280,000 
","Listing ID: V1092694
","V1088335.html"
"208","2088 ALLISON RD, Vancouver, British Columbia   V6T1T4
",,,,"$9,800,000 
","Listing ID: V1088985
","V1088985.html"
"209","3785 BAYRIDGE AV, West Vancouver, British Columbia   V7V3J3
",,,,"$4,280,000 
","Listing ID: V1092694
","V1092694.html"
"210","6531 NO 5 RD, Richmond, British Columbia   V6Y2V1
",,,,"$4,390,000 
","Listing ID: V1095804
","V1095804.html"
"211","5606 96TH ST, Ladner, British Columbia   V4K3N3
",,,,"$7,950,000 
","Listing ID: V1095995
","V1095995.html"
"212","2933 KADENWOOD DR, Whistler, British Columbia   V0N1B2
",,,,"$4,386,500 
","Listing ID: V1096160
","V1096160.html"
"213","3015 SOUTHEY POINT RD, Salt Spring Island, British Columbia   V8K1A1
",,,,"$6,800,000 
","Listing ID: V1096647
","V1096647.html"
"214","# 4206 1011 W CORDOVA ST, Vancouver, British Columbia   V6C0B2
",,,,"$4,280,000 
","http://www.realtor.ca/Residential/Single-Family/15165000/-4206-1011-W-CORDOVA-ST-...
","V1097093.html"
"215","5690 CHURCHILL ST, Vancouver, British Columbia   V6M4J3
",,,,"$4,398,000 
","Listing ID: V1097187
","V1097187.html"
